Date,rahadi_oesman,sta2,sta3,sta4,sta5,sta6,sta7
23-Apr-13,0,7,0,0,0,0,0
24-Apr-13,0,0,0,0,0,0,9.5
25-Apr-13,5.4,0,2,0,0,0,20
26-Apr-13,1.8,27,25,1,14,0,37.5
27-Apr-13,0,25,32,5,6,0,21
28-Apr-13,8.5,30,41,26.5,22,20.5,40.5
29-Apr-13,0,11,17,1,63,9,39.5
30-Apr-13,29.1,50,5,0,1,0,2.5
01-May-13,54.1,0,0,0,0,0,1
02-May-13,6,1,1,0,0,0,0
03-May-13,8.5,11,27,2,3,0,0
04-May-13,11,0,12,5.5,0,0,0
05-May-13,2.3,3,0,0,0,0,0
06-May-13,98.3,2,0,0,0,0,0
07-May-13,22.4,36,2,1.5,14.5,17,0
08-May-13,33.4,13,13,0,1,0,4.5
09-May-13,0,10,15,1,0,16,1.5
10-May-13,1.2,0,38,7.5,31,39,26
11-May-13,24,0,0,0,0,0,6
12-May-13,9.7,30,0,1,11.5,0,1
13-May-13,0,0,29,2.5,8,4.5,34
14-May-13,-,0,0,0,4,0,6
15-May-13,30,0,0,0,0,0,0
16-May-13,0,10,11,1,1,0,0
17-May-13,111.7,0,0,0,17,0,5.5
18-May-13,0.5,0,76,2,77.5,29,72
19-May-13,3.6,0,0,0,0,0,6.5
20-May-13,5,9,0,0,0,0,0
21-May-13,0,60,0,0,7,8,0
22-May-13,53.4,0,44,13.5,60,3,42.5
23-May-13,0,0,24,2.5,0,21,49
24-May-13,0,40,94,4,0,13.5,10
25-May-13,20.2,8,0,0,41,0,15
26-May-13,22.1,0,0,0,3,0,14.5
27-May-13,18,0,0,0,0,0,0
28-May-13,7.3,31,0,1,0,0,0
29-May-13,4.2,0,0,0,0,0,0
30-May-13,4.9,13,25,4,16,13.5,5.5
31-May-13,0,0,0,1.5,11,9.5,9.5
01-Jun-13,0,0,0,0,0,0,0
02-Jun-13,0,4,4,2,1,0,0
03-Jun-13,0,6,6,23,2.5,0,6
04-Jun-13,0,0,4.5,5,0,0,3
05-Jun-13,0,6,0,0,0,0,14
06-Jun-13,3.4,3,0,1,0,0,1
07-Jun-13,0,5,4,0,2,32.5,41
08-Jun-13,5.3,0,8.5,29,49,103,6.5
09-Jun-13,0,0,5,0,17,0,4
10-Jun-13,24.9,0,0,0,0,5,5
11-Jun-13,67.8,0,0,0,0,0,0
12-Jun-13,2.5,2,0,0,0,0,0
13-Jun-13,2.1,0,2,0,0,0,13
14-Jun-13,0,0,0,0,0,0,0
15-Jun-13,0,0,0,1,1,0,2.5
16-Jun-13,0,0,16,0,6,0,0
17-Jun-13,14.5,0,1,0,0,0,0
18-Jun-13,0,0,1,20,1,4,26
19-Jun-13,0,0,4,0,12,19,6
20-Jun-13,0,0,0,0,0,0,1.5
21-Jun-13,0,0,0,0,45,43.5,0
22-Jun-13,0,0,0,0,64.5,0,0
23-Jun-13,0,0,0,0,0,0,0
24-Jun-13,0,0,0,0,0,0,0
25-Jun-13,0,0,0,0,0,0,0
26-Jun-13,0,0,4,0,0,2.5,0
27-Jun-13,48.2,0,0,0,0,0,6.5
28-Jun-13,18.4,0,0,2,13,1.5,6
29-Jun-13,0,0,18,0,0,0,0
30-Jun-13,0,0,40,4,2,22,9.5
01-Jul-13,0,0,2,2,2,11.5,0
02-Jul-13,31.4,0,31,27,40,61.5,10
03-Jul-13,33.6,3,0,0,8,0,0
04-Jul-13,0,0,35,0,27,0,6.5
05-Jul-13,96.8,0,0,0,0,0,0
06-Jul-13,0,0,0,0,0,0,0
07-Jul-13,0,0,0,0,0,0,0
08-Jul-13,15.5,0,0,0,0,0,0
09-Jul-13,10.1,0,0,0,0,0,0
10-Jul-13,0,0,0,0,1,0,32
11-Jul-13,0,5,42,0,0,0,19
12-Jul-13,0.8,0,58,47,36,16.5,0
13-Jul-13,106.1,0,20,50,6,0,0
14-Jul-13,27.2,0,0,1,1,0,0
15-Jul-13,6,1,0,0,0,0,0
16-Jul-13,0,0,0,0,0,0,16.5
17-Jul-13,1.9,0,13,19,57,13,26.5
18-Jul-13,13.1,0,0,5,0,0,8
19-Jul-13,-,0,5.5,0,2.5,0,27.5
20-Jul-13,0,0,3,8,0,0,1
21-Jul-13,0,2,0,0,29.5,31,0
22-Jul-13,0,0,24,4.5,4,2,8
23-Jul-13,0,0,20,14.5,4,4.5,1.5
24-Jul-13,2,0,23,21,36,6,0
25-Jul-13,5.6,0,0,0,0,20.5,15.5
26-Jul-13,0,0,0,0,0,0,0
27-Jul-13,0,0,0,0,0,0,8
28-Jul-13,0,0,0,0,3,0,0
29-Jul-13,33.4,0,0,1,0,0,12
30-Jul-13,0,2,2,0,0,0,0
31-Jul-13,0,0,0,0,0,0,0
01-Aug-13,0,0,0,0,0,0,0
02-Aug-13,0,0,0,0,0,0,0
03-Aug-13,0,0,0,0,0,0,0
04-Aug-13,2.6,0,0,0,0,0,0
05-Aug-13,0,0,0,0,0,0,0
06-Aug-13,0,0,0,0,0,0,0
07-Aug-13,8.3,0,0,0,0,0,0
08-Aug-13,0.5,0,0,0,0,0,0
09-Aug-13,0,0,0,0,0,0,0
10-Aug-13,0.4,0,0,0,0,0,0
11-Aug-13,0,0,0,0,0,0,0
12-Aug-13,0,0,0,0,0,0,0
13-Aug-13,0,0,8.5,5,5,7,7
14-Aug-13,2,0,18,2,9,2.5,0
15-Aug-13,5,0,2,0,0,0,0
16-Aug-13,9.2,0,0,0,0,0,1
17-Aug-13,0,0,0,0,0,5,15
18-Aug-13,0,0,22,2,0,2.5,13.5
19-Aug-13,0,0,0,0,0,0,0
20-Aug-13,0,0,0,0,0,0,1
21-Aug-13,0,0,0,0,0,0,0
22-Aug-13,0,0,0,0,0,0,0
23-Aug-13,0,0,0,0,0,0,0
24-Aug-13,0,0,0,0,0,6,0
25-Aug-13,0,3,0,3,0,4,5.5
26-Aug-13,0,0,9,1.5,3.5,0,2.5
27-Aug-13,-,0,0,0,0,17,0
28-Aug-13,19.1,0,4,2.5,12.5,15,7
29-Aug-13,-,5,2,3,8,0,0
30-Aug-13,8.9,26,20,15,9.5,0,9.5
31-Aug-13,0,0,0,1,0,0,13
01-Sep-13,13.5,0,15,2,0,0,0
02-Sep-13,68.3,0,0,0,0,0,0
03-Sep-13,12.3,0,0,0,0,0,0
04-Sep-13,12.8,0,14,0,0,0,52
05-Sep-13,19.8,0,7.5,1.5,4.5,11,0
06-Sep-13,0,0,0,0,0,0,0
07-Sep-13,0.9,0,2,0,2,0,2
08-Sep-13,0,31,0,19,13,0,34
09-Sep-13,0.8,0,0,0,0,0,0
10-Sep-13,0,0,8.5,3.5,3,0,0
11-Sep-13,0,0,0,0,0,1,0
12-Sep-13,16.4,60,1,0,0,0,0
13-Sep-13,-,0,0,0,0,0,0
14-Sep-13,0,1,0,0,0,0,0
15-Sep-13,0,0,5,26,0,0,47
16-Sep-13,1.7,25,66,1,7,7,0
17-Sep-13,0,5,18,105,65,77,30
18-Sep-13,0,27,0,3,0,0,7
19-Sep-13,0,0,33,7.5,1.5,12.5,0
20-Sep-13,0,33,50,9.5,54,20,16
21-Sep-13,0,0,31,15,25,57.5,14
22-Sep-13,0,1,3,8.5,0,0,16
23-Sep-13,0,1,0,4,18,4,0
24-Sep-13,0,3,29,47,31,29,32
25-Sep-13,0,0,20,2,0,0,33
26-Sep-13,0,0,1.5,23,1,17.5,15
27-Sep-13,0,1,0,0,0,0,0
28-Sep-13,0,0,20,34,46,25,15
29-Sep-13,0,0,0,0,0,2,1
30-Sep-13,0,1,2,0,0,0,0
01-Oct-13,-,0,2,10.5,19.5,8,1
02-Oct-13,-,29,0,9.5,0,3,26
03-Oct-13,-,0,63,20.5,37,27.5,19.5
04-Oct-13,-,19,0,0,0,0,0
05-Oct-13,-,13,8,28,8,57.5,35
06-Oct-13,-,7,30,5,0,11.5,14.5
07-Oct-13,-,0,4,19.5,10,0,0
08-Oct-13,-,12,0,0,0,0,10.5
09-Oct-13,-,6,14,6.5,5,9,9.5
10-Oct-13,-,15,23,26.5,20,46,35
11-Oct-13,-,3,0,1,27.5,7,2
12-Oct-13,-,0,0,3,2,4,2
13-Oct-13,-,0,5.5,4.5,1,9.5,9
14-Oct-13,-,0,5,0,0,0,0
15-Oct-13,-,10,9,13,7,11.5,6
16-Oct-13,-,0,0,5,0,11,4
17-Oct-13,-,0,0,0,0,0,0
18-Oct-13,-,0,0,0,0,0,10
19-Oct-13,-,7,0,0,0,0,9
20-Oct-13,-,2,19,0,28,0,5
21-Oct-13,-,1,22,36.5,14,4,2
22-Oct-13,-,0,0,5,0,0,4
23-Oct-13,-,21,3,10,10,3.6,14
24-Oct-13,-,20,14,12.5,1,0,16
25-Oct-13,-,28,6,9.5,12,4.5,18
26-Oct-13,-,11,13,30.5,33,50,12
27-Oct-13,-,18,15,11,31,23.5,0
28-Oct-13,-,18,18,22,37,22,18
29-Oct-13,-,2,19,11,70,43,15
30-Oct-13,-,0,16,4,25,22,31
31-Oct-13,-,26,0,13,11,2,8.5
01-Nov-13,-,1,24,35.5,9,40,31
02-Nov-13,-,1,20,13,42,9,3.5
03-Nov-13,-,0,25,14.5,1,28,5
04-Nov-13,-,21,0,6.5,4,0,5.5
05-Nov-13,-,18,4,0,0,0,0
06-Nov-13,-,0,5,15,0,29,0
07-Nov-13,-,0,0,5,0,1,7
08-Nov-13,-,0,0,4,0,0,20.5
09-Nov-13,-,57,22,10.5,7,5,10.5
10-Nov-13,-,3,0,0,43,25,53
11-Nov-13,-,0,19,10,67,16.5,23
12-Nov-13,-,20,25,16,2,74,33
13-Nov-13,-,45,0,0,0,0.5,5
14-Nov-13,-,1,15,34,19,8.5,32
15-Nov-13,-,0,20,4,2,13.5,21
16-Nov-13,-,10,0,1.5,3,6,3
17-Nov-13,-,0,0,1,0,5.5,11
18-Nov-13,-,1,0,5,0,0,4
19-Nov-13,-,0,29,2,10,1,2.5
20-Nov-13,-,3,0,1.5,0,0,3
21-Nov-13,4.7,12,1,0,0,0,1
22-Nov-13,0,1,2,7.5,0,0,5.5
23-Nov-13,-,7,4,1,7,44.5,1
24-Nov-13,0.6,19,32,10.5,10,0,3.5
25-Nov-13,37.9,4,54,6.5,31,27,4.5
26-Nov-13,1,0,0,4,0,3.5,0
27-Nov-13,-,0,0,17.5,1,0,1
28-Nov-13,-,0,0,6.5,15,39.5,0
29-Nov-13,-,0,0,0,4,45.5,3
30-Nov-13,-,5,0,0,2,2.5,4
01-Dec-13,16.2,0,0,4.5,11,9.5,14
02-Dec-13,0.4,0,1,0,2,0,4
03-Dec-13,1.2,0,2,5.5,4,0,1
04-Dec-13,70.1,0,0,0,0,0,2
05-Dec-13,13,0,10,79,5,7.5,2.5
06-Dec-13,-,0,22,22.5,9,2,8
07-Dec-13,2.7,0,0,1,2,0,0
08-Dec-13,-,11,0,5,0,12.5,18
09-Dec-13,1.8,0,29,11,15,49.5,1.5
10-Dec-13,-,17,3,0,3.5,11.5,1
11-Dec-13,16.9,13,5,5,17,0,0
12-Dec-13,-,0,44,20,6.5,64,0
13-Dec-13,9.1,3,14,51,0,11.5,23
14-Dec-13,9.9,14,1,5,13,0,0
15-Dec-13,1.1,0,90,13.5,0,16.5,2.5
16-Dec-13,-,0,1,1,0,0,0
17-Dec-13,11.8,0,2,0,0,0,0
18-Dec-13,0,0,0,0,0,0,3.5
19-Dec-13,0,3,1,0,0,0,0
20-Dec-13,-,0,0,0,0,1.5,0
21-Dec-13,24,0,0,0,0,0,0
22-Dec-13,2.6,0,0,0,0,0,0
23-Dec-13,67.2,0,0,0,0,0,0
24-Dec-13,13.1,0,0,0,0,0,0
25-Dec-13,0,0,0,0,0,0,0
26-Dec-13,-,0,2,1,0,7,0
27-Dec-13,-,0,4,2,0,0,3
28-Dec-13,-,0,0,1,0,0,4
29-Dec-13,1.7,0,3,5,0,0,0
30-Dec-13,-,0,1,0,0,0,0
31-Dec-13,-,0,0,33.5,0,0,0
01-Jan-14,14.8,0,0,33.5,5,0,0
02-Jan-14,0,0,12,5,0,0,0
03-Jan-14,36.7,0,18,3.5,2,2.5,4
04-Jan-14,14.4,0,6,1.5,4,0,3.5
05-Jan-14,10.6,2,1,5,2,3.5,0
06-Jan-14,12.7,5,4,15,2.5,18.5,33
07-Jan-14,9.4,0,0,8,0,0,0
08-Jan-14,0,0,0,0,0,0,0
09-Jan-14,-,0,0,0,1,0,0
10-Jan-14,1.5,0,0,7.5,0,0,0
11-Jan-14,0,0,0,1,0,7.5,17
12-Jan-14,0.2,0,3,1.5,0,0,0
13-Jan-14,0,2,5,5,3,0,0
14-Jan-14,0,0,54,1,0,0,0
15-Jan-14,0,0,10,5,0,0,32
16-Jan-14,0,7,19,21,1,11,13
17-Jan-14,0,27,8,2,10,5,0
18-Jan-14,0,0,10,8,7,0,0
19-Jan-14,0,0,0,0,0,0,0
20-Jan-14,0,3,0,0,0,0,0
21-Jan-14,0,39,8,2.5,9,0,0
22-Jan-14,0,33,18,17.5,14,25,0
23-Jan-14,0,5,13,25.5,0,55.5,0
24-Jan-14,0,0,0,0,1,0,0
25-Jan-14,0,0,11,6.5,1,3.5,0
26-Jan-14,0,0,17,3.5,0,4.5,0
27-Jan-14,0,0,2,0,1,0,0
28-Jan-14,0,15,0,1,1,4.5,0
29-Jan-14,0,47,5,4,2.5,0,6
30-Jan-14,0,0,3,5,0,7,0
31-Jan-14,0,0,0,0,0,0,0
01-Feb-14,0,11,11,2,7,3,0
02-Feb-14,0,0,16,3.5,2,14.5,0
03-Feb-14,0,0,5,0,0,0,0
04-Feb-14,0,2,0,0,2,3,0
05-Feb-14,0,7,0,3,3,0,0
06-Feb-14,0,3,0,0,0,0,20
07-Feb-14,0,0,2,2,1,0,6.5
08-Feb-14,1.2,31,12,0,9,0,0
09-Feb-14,0,43,15,15,29,15,0
10-Feb-14,0,0,23,12,4,11.5,36.5
11-Feb-14,0,17,8,0,5,6,5.5
12-Feb-14,0,0,10,1.5,11.5,4.5,14.5
13-Feb-14,0,0,13,1,0,1,0
14-Feb-14,0,0,17,5,7,3,17.5
15-Feb-14,0,5,14,1,5,2,10.5
16-Feb-14,0,0,8,5,3,0,0
17-Feb-14,0,0,7,0,2,0,20
18-Feb-14,0,0,0,0,0,0,10.5
19-Feb-14,0,0,0,0,0,0,0
20-Feb-14,0,1,0,4.5,0,8,0
21-Feb-14,2.4,13,23,1,12,4,52
22-Feb-14,1.9,38,0,5,2,0,0
23-Feb-14,0.2,0,34,6.5,48,71,0
24-Feb-14,43.3,2,0,0,0,0,0
25-Feb-14,25.8,49,30,45,9,45,50
26-Feb-14,0,24,31,8,15,12,17
27-Feb-14,2.5,56,64,0,0,0,49
28-Feb-14,0,41,2,8,24,49,0
01-Mar-14,0.6,37,81,13,56,16,31.5
02-Mar-14,0.3,21,43,43.5,13,20,24
03-Mar-14,0.5,40,90,5.5,23,52,7.5
04-Mar-14,0,0,0,2,6,0,0
05-Mar-14,-,26,4,0,0,0,4.5
06-Mar-14,0,43,0,1,0,0,0
07-Mar-14,0,35,59,5.5,4,29,7
08-Mar-14,6.8,27,97,41.5,49,52,4.5
09-Mar-14,0,25,5,5,0,1,3.5
10-Mar-14,86,30,0,0,0,0,0
11-Mar-14,0.1,0,12,2,6.5,2.5,0
12-Mar-14,6.2,0,29,39,1,26,0
13-Mar-14,0,0,0,1,1,0,0
14-Mar-14,-,0,0,0,0,0,0
15-Mar-14,9,0,1,0,0,0,0
16-Mar-14,0.1,0,18,52,6,10.5,10
17-Mar-14,15.3,29,1,0,6,6.5,4
18-Mar-14,0.1,33,47,16.5,33,21,20
19-Mar-14,-,0,16,53.5,6,15,10
20-Mar-14,0,0,13,45,15,12.5,24
21-Mar-14,0,5,2,5,1,0,0
22-Mar-14,0,2,1,2.5,0,5,24
23-Mar-14,0,5,4,0,6,0,2
24-Mar-14,0,0,0,3.5,0,4,0
25-Mar-14,0,0,3,5,0,0,0
26-Mar-14,7.6,0,0,1,0,0,0
27-Mar-14,0,2,0,17.5,0,23.5,14
28-Mar-14,0,23,3,15.5,11,21,3
29-Mar-14,0,0,46,7,0,0,0
30-Mar-14,-,0,0,5,0,27,0
31-Mar-14,0,6,51,44,20,56,0
01-Apr-14,26.6,0,0,8.5,0,0,0
02-Apr-14,1.2,0,63,52.5,2,18,4
03-Apr-14,11.7,0,0,4.5,1,5,10
04-Apr-14,2.6,0,0,0,0,0,20
05-Apr-14,27.1,0,0,0,5,14.5,27
06-Apr-14,15.7,0,0,0,0,3,20
07-Apr-14,0,0,0,6.5,2,2.5,0
08-Apr-14,4,0,0,0,1,0,12
09-Apr-14,0,0,4,0,0,0,3
10-Apr-14,0,0,12,40.5,40,30,42
11-Apr-14,0,0,9,0,4,29,0
12-Apr-14,0,0,16,1.5,2,5,0
13-Apr-14,0,0,1,0,0,0,9
14-Apr-14,0,0,11,0,30,0,7.5
15-Apr-14,0,0,8,0,0,0,0
16-Apr-14,0,0,0,0,35,0,5
17-Apr-14,0,0,39,3.5,37,33,5
18-Apr-14,0.6,0,35,14.5,0,0,0
19-Apr-14,1.9,0,63,28.5,19,17,9.5
20-Apr-14,-,0,0,5,13,5,41
21-Apr-14,30.6,0,0,0,0,0,0
22-Apr-14,23.9,0,7,1.5,3,0,0
23-Apr-14,0,0,19,54.5,58.5,40,0
24-Apr-14,0,0,26,0,0,1,0
25-Apr-14,0,0,0,0,0,0,5
26-Apr-14,24.5,0,0,0,0,15,0
27-Apr-14,0,0,5,6.5,0,0,1
28-Apr-14,0.6,0,7,7,31,33.5,10
29-Apr-14,3.6,0,35,32.5,3,4.5,8
30-Apr-14,3.4,0,0,0,0,2.5,6
01-May-14,0,0,0,0,0,0,1.5
02-May-14,-,2,0,0,1,3,21.5
03-May-14,1.9,0,0,0,0,5,2
04-May-14,-,0,0,2,11,0,12
05-May-14,0.6,22,38,7.5,9,0,4
06-May-14,0.3,0,0,0,1,46.5,56
07-May-14,19.8,0,1,0,0,0,0
08-May-14,-,0,0,0,0,0,41
09-May-14,3.8,0,2,0,0,7.5,21
10-May-14,0,8,16,1,1,11,1.5
11-May-14,0.1,0,0,0,0,0,0
12-May-14,0,0,0,0,0,8,0
13-May-14,0,0,0,0,0,0,0
14-May-14,15.6,0,0,0,0,0,0
15-May-14,0,7,0,0,0,0,0
16-May-14,0,0,0,0,0,0,0
17-May-14,8.5,0,0,0,0,0,0
18-May-14,0.4,0,0,0,0,0,0
19-May-14,65,0,0,0,0,0,0
20-May-14,0.2,0,0,0,0,0,0
21-May-14,0,0,0,0,0,0,0
22-May-14,0,0,0,0,0,0,0
23-May-14,41.6,0,0,0,0,0,0
24-May-14,0,0,0,0,0,0,0
25-May-14,0,0,0,0,0,0,0
26-May-14,11.9,0,0,0,0,0,0
27-May-14,58,0,0,0,0,0,0
28-May-14,3.8,0,0,0,0,0,0
29-May-14,0,1,6,4,0,4,10
30-May-14,0,0,0,5,0,0,0
31-May-14,0.2,0,0,0,0,0,0
01-Jun-14,0,0,0,0,0,0,0
02-Jun-14,25.4,0,95,73,24,22.5,0
03-Jun-14,0,0,0,0,0,0,0
04-Jun-14,0.4,0,0,48,0,6,0
05-Jun-14,17.2,0,0,0,0,0,0
06-Jun-14,0,0,45,7,113,23.5,0
07-Jun-14,12.9,0,0,0,0,0,0
08-Jun-14,-,0,0,0,0,0,0
09-Jun-14,-,0,0,0,0,0,0
10-Jun-14,4.4,0,0,0,0,0,0
11-Jun-14,-,0,0,0,0,0,0
12-Jun-14,0,0,0,0,0,0,0
13-Jun-14,0,0,0,0,0,17.5,0
14-Jun-14,72.4,0,0,0,0,0,0
15-Jun-14,0,0,0,0,0,0,0
16-Jun-14,0,0,0,2,0,0,0
17-Jun-14,0,0,0,0,0,0,0
18-Jun-14,0,0,0,0,0,0,0
19-Jun-14,-,0,0,0,0,0,0
20-Jun-14,0.6,0,0,0,0,0,0
21-Jun-14,0,0,0,0,0,0,0
22-Jun-14,0,0,0,0,3,10.5,0
23-Jun-14,0,0,10,0,0,0,0
24-Jun-14,0,0,0,0,0,0,0
25-Jun-14,0,0,0,0,0,0,0
26-Jun-14,17.2,0,13,0,0,0,0
27-Jun-14,3.8,0,0,0,0,6.5,0
28-Jun-14,39.2,0,6,1,4,0,0
29-Jun-14,0,0,0,5,26,18,0
30-Jun-14,0,0,0,0,0,0,2.5
01-Jul-14,0,0,0,10.5,0,7.5,8.5
02-Jul-14,0,0,0,0,0,0,0
03-Jul-14,0,0,0,0,0,0,0
04-Jul-14,0,0,0,0,0,0,0
05-Jul-14,0,0,0,0,0,0,0
06-Jul-14,0,0,0,0,0,0,0
07-Jul-14,0,0,0,0,0,0,0
08-Jul-14,0,0,0,0,0,0,0
09-Jul-14,0,0,0,0,0,0,0
10-Jul-14,5.3,0,0,0,0,0,0
11-Jul-14,-,0,0,0,0,0,0
12-Jul-14,32.1,0,0,0,0,0,0
13-Jul-14,0,0,0,0,0,0,0
14-Jul-14,0,0,0,0,0,0,0
15-Jul-14,0,0,0,0,0,0,0
16-Jul-14,0,0,0,2,0,0,0
17-Jul-14,0,0,0,0,0,0,0
18-Jul-14,0,0,0,0,0,0,0
19-Jul-14,0,0,0,0,0,0,0
20-Jul-14,0,40,0,0,4,30.5,0
21-Jul-14,0,37,0,0,0,3,9
22-Jul-14,0,0,0,0,0,0,0
23-Jul-14,0,0,0,0,0,0,0
24-Jul-14,0,7,0,0,0,0,12
25-Jul-14,0,0,0,0,0,0,0
26-Jul-14,0,0,0,0,0,0,0
27-Jul-14,0,0,0,0,0,0,0
28-Jul-14,0,2,0,0,0,0,3
29-Jul-14,0,0,3,5,0,0,0
30-Jul-14,0,21,0,0,0,0,0
31-Jul-14,0,0,0,0,0,1,0
01-Aug-14,0,0,0,0,0,0,0
02-Aug-14,0,0,0,0,0,0,0
03-Aug-14,0,0,0,0,0,0,0
04-Aug-14,0,0,0,0,0,0,0
05-Aug-14,5,0,0,0,0,0,0
06-Aug-14,0,0,0,0,0,0,0
07-Aug-14,0,0,0,0,0,0,0
08-Aug-14,52.7,0,0,0,0,0,0
09-Aug-14,5.6,34,0,0,0,0,0
10-Aug-14,7.7,0,0,0,0,0,0
11-Aug-14,11.5,0,0,0,0,0,0
12-Aug-14,9.2,0,0,0,0,0,0
13-Aug-14,24.4,0,0,0,0,0,0
14-Aug-14,0,0,0,0,0,0,0
15-Aug-14,0,0,0,0,0,0,0
16-Aug-14,0,0,0,0,0,0,0
17-Aug-14,0,0,0,0,0,0,0
18-Aug-14,0,0,0,0,0,0,0
19-Aug-14,0,0,0,0,0,0,0
20-Aug-14,0,0,0,0,0,0,0
21-Aug-14,17.5,0,0,0,0,0,0
22-Aug-14,1.8,0,0,0,0,0,0
23-Aug-14,0,0,0,0,0,0,0
24-Aug-14,0,0,0,0,0,0,0
25-Aug-14,0,0,0,0,0,0,0
26-Aug-14,0,0,0,0,0,0,0
27-Aug-14,0,0,0,0,0,0,0
28-Aug-14,0,0,0,0,0,0,0
29-Aug-14,3.7,0,0,0,0,0,0
30-Aug-14,0,28,0,0,0,0,0
31-Aug-14,0,0,0,0,0,0,0
01-Sep-14,0,0,0,0,0,0,0
02-Sep-14,0,0,0,0,0,0,0
03-Sep-14,0,0,0,0,0,0,0
04-Sep-14,0,0,0,0,0,0,0
05-Sep-14,0,0,0,0,0,0,0
06-Sep-14,0,0,0,0,0,0,0
07-Sep-14,0,0,0,0,0,0,0
08-Sep-14,-,0,0,0,0,0,0
09-Sep-14,0,0,0,0,0,0,0
10-Sep-14,0,0,0,0,0,0,0
11-Sep-14,0,0,0,0,0,0,0
12-Sep-14,0,0,0,0,0,0,0
13-Sep-14,0,0,0,0,0,0,0
14-Sep-14,0,0,0,0,0,0,0
15-Sep-14,0,0,0,0,0,0,0
16-Sep-14,0,0,0,0,0,0,0
17-Sep-14,-,0,0,0,0,0,0
18-Sep-14,-,0,0,0,0,0,0
19-Sep-14,0,0,0,0,0,0,0
20-Sep-14,0,0,0,0,0,0,0
21-Sep-14,0,12,0,0,0,0,0
22-Sep-14,0,0,0,0,0,0,0
23-Sep-14,0,0,0,0,0,0,0
24-Sep-14,0,0,0,0,0,0,0
25-Sep-14,0,19,0,5,0,0,0
26-Sep-14,0,7,0,1,0,0,0
27-Sep-14,0,22,0,16.5,0,0,0
28-Sep-14,0,5,0,20.5,0,11,0
29-Sep-14,0,0,31,5,0,0,0
30-Sep-14,0,35,15,3.5,0,19,0
01-Oct-14,0,2,69,0,0,7.5,0
02-Oct-14,0,0,0,0,0,0,0
03-Oct-14,0,13,1,0,0,0,0
04-Oct-14,0,32,0,0,0,0,0
05-Oct-14,0,0,0,0,0,0,0
06-Oct-14,0,0,0,0,0,0,0
07-Oct-14,0,0,0,0,0,0,0
08-Oct-14,0,28,4,33,0,0,0
09-Oct-14,0,0,11,0,0,0,0
10-Oct-14,0,30,92,5.5,0,0,0
11-Oct-14,0,0,3,0,0,40,0
12-Oct-14,0.4,11,4,7,0,5,0
13-Oct-14,0,0,0,0,0,0,0
14-Oct-14,0,0,0,0,0,4,0
15-Oct-14,7.5,0,0,0,0,0,0
16-Oct-14,13.5,0,0,0,0,0,0
17-Oct-14,0,4,35,54,0,41,0
18-Oct-14,60.7,2,0,5,0,0,0
19-Oct-14,19.9,187,0,0,0,39,0
20-Oct-14,0,10,14,1,0,18,0
21-Oct-14,0.1,0,0,0,0,0,0
22-Oct-14,54.5,15,0,0,0,0,0
23-Oct-14,0,9,0,0,0,2.5,0
24-Oct-14,12.1,33,0,0,0,0,0
25-Oct-14,1,12,0,0,0,25.5,0
26-Oct-14,4.4,23,0,25.5,0,12.5,0
27-Oct-14,0,41,0,7,0,7,0
28-Oct-14,0,21,0,0,0,102.5,0
29-Oct-14,0,0,0,2,0,1.5,0
30-Oct-14,0,0,0,0,0,1,0
31-Oct-14,0,0,0,0,0,0,0
01-Nov-14,0,0,0,0,0,0,5
02-Nov-14,0,0,0,0,0,0,1
03-Nov-14,0,0,0,0,0,0,2
04-Nov-14,0,0,0,0,0,0,2.5
05-Nov-14,49.6,5,53,16,0,1,0
06-Nov-14,0,2,23,5,0,1,0
07-Nov-14,-,21,18,17,0,19.5,0
08-Nov-14,0,57,36,59,0,23.5,0
09-Nov-14,14.2,11,37,5,0,12,0
10-Nov-14,33.2,17,41,30,0,18,15
11-Nov-14,0,29,0,1.5,0,1,0
12-Nov-14,-,45,0,16.5,0,29.5,0
13-Nov-14,0.8,41,0,34,0,39,0
14-Nov-14,12.6,55,0,40.5,0,27.5,0
15-Nov-14,0,49,0,57.5,0,36,55
16-Nov-14,5.2,5,0,5,0,3.5,8
17-Nov-14,0.3,31,0,17.9,0,59.5,0
18-Nov-14,11.7,43,0,26,0,23,6.5
19-Nov-14,2.5,0,0,0,0,1,0
20-Nov-14,32.5,15,0,49,0,12,0
21-Nov-14,26,0,0,43.5,0,20,0
22-Nov-14,20.6,11,0,32.5,0,78,18
23-Nov-14,2.9,0,0,4,0,7.5,0
24-Nov-14,0,0,0,16,0,0,0
25-Nov-14,61.8,0,0,0,0,0,0
26-Nov-14,6.6,0,0,0,0,0,0
27-Nov-14,12,7,0,3.5,0,14,26.5
28-Nov-14,22,21,0,37,0,43,1.5
29-Nov-14,19.6,0,0,5,0,1,12
30-Nov-14,7.6,11,0,1.5,0,5,2
01-Dec-14,10.8,0,5,2.5,4,7,21
02-Dec-14,11.9,0,0,0,0,1.5,5
03-Dec-14,-,0,0,0,0,0,0
04-Dec-14,2.8,0,0,0,0,0,0
05-Dec-14,19.4,0,0,8,0,3,0
06-Dec-14,0,0,0,0,0,0,0
07-Dec-14,15,0,4,7.33,7,4,0
08-Dec-14,12.8,4,19,14.5,37,6,2.5
09-Dec-14,-,11,37,3.5,9,5.5,32
10-Dec-14,10,21,12,2.5,0,7.5,0
